SYNC_ID,TIMESTAMP,MAC,CSI_LEN,CSI_VALUES
61,0.6103,ac:15:18:d5:52:64,128,44 -64 2 0 5 21 5 21 7 20 7 19 5 21 7 20 6 18 7 19 7 18 8 19 7 17 8 18 7 18 6 19 7 20 6 20 5 18 3 19 4 17 3 17 2 16 2 15 2 16 2 15 1 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 16 2 17 1 18 1 19 1 17 0 18 0 19 0 18 0 19 1 18 0 21 1 21 0 21 1 20 1 19 1 21 2 20 3 18 2 19 2 19 3 19 3 19 5 17 4 20 6 21 4 21
62,0.6287,ac:15:18:d5:52:64,128,44 -64 2 0 12 -3 12 -2 11 -4 11 -3 11 -3 11 -4 10 -3 11 -4 10 -3 10 -4 10 -4 10 -4 10 -4 11 -4 11 -3 11 -3 10 -3 10 -2 10 -3 9 -1 9 -2 9 -1 9 -1 8 -1 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 -1 9 0 10 0 10 0 10 0 9 0 10 0 9 1 10 0 10 0 11 1 11 1 10 1 11 1 10 0 12 0 11 0 10 -1 10 -1 11 -1 10 -1 11 -2 10 -2 11 -1 12 -2 11 -2
65,0.6505,ac:15:18:d5:52:64,128,44 -64 2 0 9 -7 10 -8 9 -8 9 -8 9 -7 9 -8 8 -7 8 -8 8 -7 9 -8 8 -8 8 -8 8 -8 9 -7 10 -8 9 -7 9 -7 9 -6 8 -6 8 -5 8 -6 7 -5 8 -5 7 -4 8 -3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 -5 8 -5 8 -4 9 -5 8 -4 9 -4 9 -4 9 -4 10 -4 8 -4 11 -4 11 -5 10 -4 10 -4 10 -4 10 -5 10 -5 8 -5 10 -5 9 -5 9 -5 9 -6 8 -6 9 -6 10 -7 10 -6
67,0.6703,ac:15:18:d5:52:64,128,44 -64 2 0 -11 -26 -12 -27 -13 -23 -12 -23 -12 -23 -13 -23 -12 -21 -15 -22 -12 -21 -13 -23 -13 -21 -14 -22 -14 -23 -12 -23 -12 -26 -12 -23 -12 -22 -10 -22 -10 -20 -8 -21 -8 -21 -7 -19 -6 -20 -5 -19 -4 -19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -6 -20 -6 -21 -6 -22 -6 -24 -5 -21 -5 -23 -5 -23 -5 -22 -5 -24 -5 -22 -4 -26 -5 -25 -4 -25 -5 -25 -5 -24 -5 -25 -7 -26 -7 -22 -7 -24 -7 -23 -8 -22 -10 -24 -9 -21 -8 -24 -10 -26 -9 -25
69,0.6886,ac:15:18:d5:52:64,128,44 -64 2 0 11 3 11 3 12 3 11 2 11 2 11 2 10 2 11 1 10 2 11 2 10 2 10 2 10 2 11 2 11 3 11 3 10 3 10 3 10 2 8 3 9 2 7 3 8 4 7 4 7 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 4 8 4 8 4 8 5 8 4 8 5 9 5 8 5 9 5 8 5 9 7 9 6 8 6 8 6 8 5 10 5 9 5 9 4 9 4 9 4 9 4 10 3 9 3 10 5 11 4 10 5
70,0.7086,ac:15:18:d5:52:64,128,44 -64 2 0 -8 9 -9 9 -7 9 -7 9 -8 9 -7 9 -7 9 -7 10 -6 8 -7 9 -6 9 -6 9 -7 10 -7 9 -8 10 -7 9 -7 9 -8 7 -7 7 -7 7 -7 6 -7 6 -7 6 -7 5 -8 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -7 6 -8 6 -8 6 -9 7 -7 6 -9 6 -9 6 -8 5 -9 6 -8 6 -10 6 -9 7 -9 6 -9 7 -9 6 -10 7 -10 7 -7 7 -9 7 -8 7 -8 7 -8 8 -7 7 -8 8 -8 9 -8 8
73,0.7292,ac:15:18:d5:52:64,128,44 -64 2 0 1 -13 1 -13 0 -13 0 -12 1 -12 1 -12 0 -12 0 -12 0 -11 0 -12 -1 -11 -1 -12 0 -12 0 -12 1 -13 0 -12 1 -12 1 -11 1 -10 2 -10 2 -10 2 -9 2 -9 2 -9 3 -8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 -9 2 -9 3 -10 3 -10 3 -9 3 -10 4 -10 3 -10 4 -10 3 -10 4 -11 4 -11 4 -11 4 -11 3 -11 4 -12 3 -12 2 -10 3 -11 3 -11 2 -11 2 -11 1 -11 2 -11 1 -13 2 -12
74,0.7484,ac:15:18:d5:52:64,128,44 -64 2 0 -13 4 -12 3 -12 5 -11 4 -11 4 -11 4 -11 4 -11 5 -11 4 -11 5 -10 5 -10 4 -10 4 -11 5 -11 4 -12 5 -10 4 -10 3 -10 4 -10 3 -9 3 -10 2 -10 2 -9 2 -9 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -10 0 -10 0 -10 0 -11 0 -10 0 -10 0 -11 0 -10 -1 -11 0 -11 0 -13 0 -12 0 -12 -1 -12 0 -10 0 -12 1 -12 1 -11 2 -11 1 -11 2 -11 2 -11 3 -11 3 -12 2 -12 3 -12 2
77,0.7687,ac:15:18:d5:52:64,128,44 -64 2 0 12 -5 11 -5 11 -6 10 -6 11 -5 10 -6 10 -5 10 -6 9 -6 10 -6 9 -6 9 -6 9 -6 10 -5 11 -5 10 -5 10 -5 10 -4 9 -4 9 -4 8 -4 8 -3 9 -3 8 -2 8 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 -2 9 -2 9 -2 10 -2 9 -2 10 -2 10 -2 9 -2 10 -1 9 -2 11 -2 11 -2 11 -2 10 -2 10 -2 11 -2 11 -2 10 -3 10 -3 10 -3 10 -3 11 -4 9 -4 11 -4 11 -5 12 -4
78,0.7884,ac:15:18:d5:52:64,128,44 -64 2 0 10 -7 10 -7 10 -8 9 -7 9 -7 9 -7 9 -7 9 -8 9 -7 9 -7 8 -7 9 -7 9 -7 10 -7 10 -6 9 -7 9 -6 9 -5 8 -5 9 -5 8 -5 8 -4 8 -4 8 -3 8 -3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 -4 8 -4 9 -4 9 -5 9 -4 9 -4 9 -4 9 -4 10 -4 9 -4 11 -4 11 -4 10 -3 10 -4 10 -4 10 -4 10 -4 9 -5 9 -5 10 -5 9 -5 10 -6 8 -6 10 -5 10 -6 10 -6
